"Igloo-Rank","Igloo-TotalOccurences","Igloo-Search_Term","Igloo-SSR-content_name","Igloo-SSR-content_id","Igloo-SSR-content_type","Igloo-QSR-content_name","Igloo-QSR-content_id","Igloo-QSR-content_type","Amp-content_name","Amp-content_id","Amp-content_type","SSR PASS/FAIL","QSR PASS/FAIL"
"423","362","christm","iHeartChristmas Stations","0","link","IHAD-FL","4596","live","iHeartChristmas Stations","688","link","FAIL","FAIL"
"424","361","blake","Blake Shelton","58018","artist","Blake Shelton","58018","artist","Blake Shelton","58018","ARTIST","PASS","PASS"
"425","361","incubus","Incubus","6768","artist","Incubus","6768","artist","Incubus","6768","ARTIST","PASS","PASS"
"426","360","genes","Genesis","4687","artist","Genesis","4687","artist","Genesis","4687","ARTIST","PASS","PASS"
"427","360","mark levin","Mark Levin Podcast","30488766","podcast","Mark Levin Podcast","30488766","podcast","Mark Levin Show","5522","live","FAIL","FAIL"
"428","359","jesse","The Jesse Kelly Show","29962174","podcast","The Jesse Kelly Show","29962174","podcast","The Jesse Kelly Show","29962174","PODCAST","PASS","PASS"
"429","359","pod","Pod Meets World","98589488","podcast","American Greed Podcast","29801010","podcast","Mark Levin Podcast","30488766","PODCAST","FAIL","FAIL"
"430","359","the weekend","The Weeknd","744880","artist","The Weeknd","744880","artist","The Weeknd","744880","artist","PASS","PASS"
"431","358","bill","Bill O’Reilly’s No Spin News and Analysis","28287326","podcast","Bill O’Reilly’s No Spin News and Analysis","28287326","podcast","Billy Joel","4684","artist","FAIL","FAIL"
"432","357","switch","Switch","30115612","artist","Switchfoot","28813","artist","Light Switch","157082792","artist","FAIL","FAIL"
"433","356","lore","Lore","27940600","podcast","Lore","27940600","podcast","Loretta Lynn","39529","artist","FAIL","FAIL"
"434","355","sublime","Sublime","6948","artist","Sublime","6948","artist","Sublime","6948","ARTIST","PASS","PASS"
"435","355","jvke","Jvke","32083821","artist","Jvke","32083821","artist","Jvke","32083821","ARTIST","PASS","PASS"
"436","354","jason aldean","Jason Aldean","369639","artist","Jason Aldean","369639","artist","Jason Aldean","369639","ARTIST","PASS","PASS"
"437","352","motown","MOTOWN-FL","7801","live","MOTOWN-FL","7801","live","Motown Sounds","7801","live","PASS","PASS"
"438","352","justin","Justin Bieber","44368","artist","Justin Bieber","44368","artist","Justin Bieber","44368","ARTIST","PASS","PASS"
"439","352","godsmack","Godsmack","39481","artist","Godsmack","39481","artist","Godsmack","39481","ARTIST","PASS","PASS"
"440","351","ozzy","Ozzy Osbourne","71921","artist","Ozzy Osbourne","71921","artist","Ozzy Osbourne","71921","ARTIST","PASS","PASS"
"441","350","the band","The Band","28480","artist","The Band","28480","artist","Dave Matthews Band","6766","ARTIST","FAIL","FAIL"
"442","349","guns","Guns N' Roses","39143","artist","Guns N' Roses","39143","artist","Guns N' Roses","39143","ARTIST","PASS","PASS"
"443","349","102.9","WMGK-FM","5297","live","WLKO-FM","1609","live","Classic Rock 102.9 MGK","5297","ARTIST","FAIL","FAIL"
"444","349","imagine","Imagine Dragons","561823","artist","Imagine Dragons","561823","artist","Imagine Dragons","561823","ARTIST","PASS","PASS"
"445","349","106.5","XHDFM-FM","6533","live","XHDFM-FM","6533","live","106.5 Mix","6533","ARTIST","FAIL","FAIL"
"446","348","star","HACG-FL","7361","live","KDGE-FM","2815","live","Star","7361","live","PASS","FAIL"
"447","346","hot 97","WQHT-FM","6046","live","WQHT-FM","6046","live","HOT 97","6046","live","FAIL","FAIL"
"448","346","kid","Kid Rock","58772","artist","Kid Rock","58772","artist","Kids Hits","7223","live","FAIL","FAIL"
"449","345","kane brown","Kane Brown","30689928","artist","Kane Brown","30689928","artist","Kane Brown","30689928","ARTIST","PASS","PASS"
"450","345","kost 103.5","KOST-FM","193","live","KOST-FM","193","live","KOST 103.5","193","ARTIST","FAIL","FAIL"
"451","344","top","Top 40 & Pop","0","link","AT40-PR","4802","live","Top 40 & Pop","329","link","FAIL","FAIL"
"452","344","passion","Passion","15478","artist","Passion","15478","artist","Passionate Kisses","16423887","link","FAIL","FAIL"
"453","343","carrie underwood","Carrie Underwood","89416","artist","Carrie Underwood","89416","artist","Carrie Underwood","89416","ARTIST","PASS","PASS"
"454","341","motivation","Motivation","58206826","podcast","Motivational and Inspirational","85375043","podcast","Motivation","78217903","track","FAIL","FAIL"
"455","341","golden hour","Jvke/golden hour","184343352","track","Jvke/golden hour","184343352","track","golden hour","182196442","TRACK","FAIL","FAIL"
"456","341","jay","Jay-Z","39268","artist","Jay-Z","39268","artist","Jay-Z","39268","artist","PASS","PASS"
"457","340","reba","Reba McEntire","39264","artist","Reba McEntire","39264","artist","Reba McEntire","39264","artist","PASS","PASS"
"458","340","strawberry letter","Strawberry Letter","22836089","podcast","Strawberry Letter","22836089","podcast","Strawberry Letter","22836089","podcast","PASS","PASS"
"459","340","kids christmas","Disney Christmas","0","link","Kids Christmas","312064750::Yawh9vNwhmwNJMPayrs7X8","curated_playlist","Disney Christmas","1677","link","FAIL","FAIL"
"460","339","wbbm","Grounder/WBBM Bears Radio Network","171277526","track","Grounder/WBBM Bears Radio Network","171277526","track","WBBM Bears Radio Network","171277526","TRACK","PASS","PASS"
"461","339","faceless","Faceless","102635876","podcast","Faceless","102635876","podcast","Faceless","102635876","PODCAST","PASS","PASS"
"462","339","the score","The Score","97156","artist","WPRV-AM","5495","live","The Score","97156","ARTIST","PASS","FAIL"
"463","339","five finger death punch","Five Finger Death Punch","32425","artist","Five Finger Death Punch","32425","artist","Five Finger Death Punch","32425","ARTIST","PASS","PASS"
"464","338","north","SANTA-FL","6734","live","SANTA-FL","6734","live","North Pole Radio","6734","live","PASS","PASS"
"465","338","101.1","WUBT-FM","2153","live","WRIF-FM","5310","live","101.1 WJRR","593","live","FAIL","FAIL"
"466","338","fox news radio","FOXNEWS-FL","8627","live","FOXNEWS-FL","8627","live","Fox News Radio","8627","live","PASS","PASS"
"467","337","103.7","KOSF-FM","4342","live","KOSF-FM","4342","live","80s+ 103.7","4342","live","FAIL","FAIL"
"468","337","94.9","KYLD-FM","305","live","KYLD-FM","305","live","WILD 94.9","305","live","FAIL","FAIL"
"469","337","106.9","WVEZ-FM","6093","live","WBPT-FM","6101","live","Mix 106.9 Louisville","6093","live","FAIL","FAIL"
"470","336","kiss fm","KIIS-FM","185","live","KIIS-FM","185","live","102.7 KIIS-FM Los Angeles","185","live","FAIL","FAIL"
"471","336","empire of the sun","John Williams/Empire Of The Sun","7632979","album","Empire of the Sun/We Are The People","1803807","track","Empire of the Sun","34051","live","FAIL","FAIL"
"472","335","jax","Jax","36734907","artist","Jax","36734907","artist","Jax","36734907","ARTIST","PASS","PASS"
"473","334","disney playlists","Disney Playlists","0","link","Disney Princess","312064750::6LtsE2d2HMW3RMwkHkJedy","curated_playlist","Disney Playlists","1634","link","FAIL","FAIL"
"474","334","the vanished","The Vanished Podcast","27910375","podcast","The Vanished Podcast","27910375","podcast","The Vanished Podcast","27910375","PODCAST","PASS","PASS"
"475","334","upchurch","Upchurch","30611580","artist","Upchurch","30611580","artist","Upchurch","30611580","ARTIST","PASS","PASS"
"476","333","93.1","WFEZ-FM","5904","live","WFEZ-FM","5904","live","93 WIBC","6057","ARTIST","FAIL","FAIL"
"477","332","snoop","Snoop Dogg","8708","artist","Snoop Dogg","8708","artist","Snoop Dogg","8708","ARTIST","PASS","PASS"
"478","331","deli","DEL-PR","4846","live","DEL-PR","4846","live","Delilah","4846","live","PASS","PASS"
"479","330","classic christmas","iHeartChristmas Classics","0","link","Christmas Classic Music","37104970","artist","iHeartChristmas Classics","6137","link","FAIL","FAIL"
"480","329","96.9","WBQT-FM","5282","live","WKKT-FM","1605","live","HOT 96.9 Boston","5282","link","FAIL","FAIL"
"481","329","slipknot","Slipknot","58184","artist","Slipknot","58184","artist","Slipknot","58184","ARTIST","PASS","PASS"
"482","328","106.1","KHKS-FM","2245","live","KHKS-FM","2245","live","106.1 KISS FM","2245","ARTIST","FAIL","FAIL"
"483","328","abba","ABBA","1390","artist","ABBA","1390","artist","ABBA","1390","ARTIST","PASS","PASS"
"484","328","joe rog","The Joe Rogan Experience","0","link","The Joe Rogan Experience","0","link","The Joe Rogan Experience","1159","link","FAIL","FAIL"
"485","326","talk","Khalid/Talk","72164352","track","WNYC-FM","5068","live","Twin Cities News Talk","1213","link","FAIL","FAIL"
"486","326","ufo","UFO Chronicles Podcast","47503680","podcast","UFO Chronicles Podcast","47503680","podcast","UFO Chronicles Podcast","47503680","PODCAST","PASS","PASS"
"487","325","ben shapiro","The Ben Shapiro Show","28178102","podcast","The Ben Shapiro Show","28178102","podcast","The Ben Shapiro Show","28178102","PODCAST","PASS","PASS"
"488","325","glenn","The Glenn Beck Program","23014384","podcast","The Glenn Beck Program","23014384","podcast","The Glenn Beck Program","23014384","PODCAST","PASS","PASS"
"489","324","america","America","32104","artist","America","32104","artist","American Top 40","4802","PODCAST","FAIL","FAIL"
"490","323","never gonna give you up","Barry White/Never, Never Gonna Give Ya Up","63729548","track","Rick Astley/Never Gonna Give You Up","130011773","track","Never Gonna Give You Up","130011773","TRACK","FAIL","PASS"
"491","323","nsync","*NSYNC","31882","artist","*NSYNC","31882","artist","*NSYNC","31882","artist","PASS","PASS"
"492","322","kane","Kane Brown","30689928","artist","Kane Brown","30689928","artist","Your Morning Show On-Demand","61206887","link","FAIL","FAIL"
"493","321","frank","Frank Sinatra","739","artist","Frank Sinatra","739","artist","Frank Sinatra","739","ARTIST","PASS","PASS"
"494","321","the way i heard it with mike rowe","The Way I Heard It with Mike Rowe","27463840","podcast","The Way I Heard It with Mike Rowe","27463840","podcast","The Way I Heard It with Mike Rowe","27463840","PODCAST","PASS","PASS"
"495","320","michael berry","The Michael Berry Show","27764850","podcast","The Michael Berry Show","27764850","podcast","The Michael Berry Show","27764850","PODCAST","PASS","PASS"
"496","320","justin moore","Justin Moore","41615","artist","Justin Moore","41615","artist","Justin Moore","41615","ARTIST","PASS","PASS"
"497","319","ohio state","WTVN-AM","1765","live","WTVN-AM","1765","live","610 WTVN","1765","live","PASS","PASS"
"498","319","94.1","KMYI-FM","253","live","KMYI-FM","253","live","Star 94.1","253","live","FAIL","FAIL"
"499","319","aaron","Aaron Lewis","323969","artist","Aaron Lewis","323969","artist","Aaron Lewis","323969","ARTIST","PASS","PASS"
"500","319","king","King George","35858","artist","King George","35858","artist","King Von","31577986","ARTIST","FAIL","FAIL"
"501","318","cardi","Cardi B","31246427","artist","Cardi B","31246427","artist","Cardi B","31246427","ARTIST","PASS","PASS"
"502","316","t.i","T.I.","58717","artist","T.I.","58717","artist","The Ticket","5524","ARTIST","FAIL","FAIL"
"503","316","keith urban","Keith Urban","28475","artist","Keith Urban","28475","artist","Keith Urban","28475","ARTIST","PASS","PASS"
"504","315","love songs","LOVE-FL","6790","live","LOVE-FL","6790","live","Love Songs Radio","6790","live","PASS","PASS"
"505","315","beyo","Beyoncé","89266","artist","Beyoncé","89266","artist","Beyoncé","89266","ARTIST","PASS","PASS"
"506","315","charlie","The Charlie Kirk Show","83947097","podcast","Charlie Puth","490834","artist","The Charlie Kirk Show","83947097","PODCAST","PASS","FAIL"
"507","314","glorilla","GloRilla","32797623","artist","GloRilla","32797623","artist","GloRilla","32797623","ARTIST","PASS","PASS"
"508","313","the herd with colin cowherd","The Herd with Colin Cowherd","27332740","podcast","HERD-PR","6973","live","The Herd with Colin Cowherd","27332740","podcast","PASS","FAIL"
"509","313","newsmax","NEWSMAX-FL","8856","live","NEWSMAX-FL","8856","live","Newsmax","8856","live","PASS","PASS"
"510","313","bush","Bush","41653","artist","Bush","41653","artist","Bush","41653","ARTIST","PASS","PASS"
"511","312","tom","Tom Petty","1805","artist","Tom Petty","1805","artist","Tom Petty","1805","ARTIST","PASS","PASS"
"512","312","first things first","First Things First","28444586","podcast","First Things First","28444586","podcast","First Things First","28444586","PODCAST","PASS","PASS"
"513","311","willie","Willie Nelson","631","artist","Willie Nelson","631","artist","Willie Nelson","631","ARTIST","PASS","PASS"
"514","311","five finger","Five Finger Death Punch","32425","artist","Five Finger Death Punch","32425","artist","Five Finger Death Punch","32425","ARTIST","PASS","PASS"
"515","310","power 105.1","WWPR-FM","1481","live","WWPR-FM","1481","live","Power 105.1","1481","ARTIST","FAIL","FAIL"
"516","310","hank","Hank Williams, Jr.","120862","artist","Hank Williams, Jr.","120862","artist","Hank Williams, Jr.","120862","ARTIST","PASS","PASS"
"517","309","stealing","Stealing Superman","103735339","podcast","Stealing Superman","103735339","podcast","Stealing Superman","103735339","PODCAST","PASS","PASS"
"518","309","whas","WHAS-AM","969","live","WHAS-AM","969","live","News Radio 840 WHAS","969","PODCAST","FAIL","FAIL"
"519","309","soft","Soft Rock","0","link","ACMN-FL","4414","live","Soft Rock","324","link","FAIL","FAIL"
"520","308","club jam","CHRM-FL","4422","live","CHRM-FL","4422","live","Hit Nation","4422","live","PASS","PASS"
"521","308","bobby bones","The Bobby Bones Show","25100459","podcast","The Bobby Bones Show","25100459","podcast","The Bobby Bones Show","25100459","PODCAST","PASS","PASS"
"522","308","zac","Zac Brown","396211","artist","Zac Brown Band","58716","artist","Zach Bryan","33266101","ARTIST","FAIL","FAIL"
"523","308","bannon's war room","Bannon's War Room","52276954","podcast","Bannon's War Room","52276954","podcast","Bannon's War Room","52276954","podcast","PASS","PASS"
"524","308","tom petty","Tom Petty","1805","artist","Tom Petty","1805","artist","Tom Petty","1805","ARTIST","PASS","PASS"
"525","308","stealing superman","Stealing Superman","103735339","podcast","Stealing Superman","103735339","podcast","Stealing Superman","103735339","podcast","PASS","PASS"
"526","308","everlast","Everlast","3241","artist","Everlast","3241","artist","Everlast","3241","ARTIST","PASS","PASS"
"527","308","aerosmith","Aerosmith","39229","artist","Aerosmith","39229","artist","Aerosmith","39229","ARTIST","PASS","PASS"
"528","307","date","Dateline NBC","43034875","podcast","Dateline NBC","43034875","podcast","Dateline NBC","43034875","PODCAST","PASS","PASS"
"529","306","mark simone","Mark Simone","20809356","podcast","Mark Simone","20809356","podcast","Mark Simone","20809356","PODCAST","PASS","PASS"
"530","306","positively sex","Positively Sex! with Lila","102809649","podcast","Positively Sex! with Lila","102809649","podcast","Positively Sex! with Lila","102809649","PODCAST","PASS","PASS"
"531","305","ted","TED Talks Daily","31053986","podcast","Verdict with Ted Cruz","56253661","podcast","TED Talks Daily","31053986","podcast","PASS","FAIL"
"532","305","phil collins","Phil Collins","42237","artist","Phil Collins","42237","artist","Phil Collins","42237","ARTIST","PASS","PASS"
"533","304","remix","De La Soul/Buddy (Remix)","26829632","album","Spin Cycle Playlist","312064750::1728qtVB4Frjd3cro6iiPn","curated_playlist","Dance Pop Remixes","RHUHYNi273LM4w9ca9xmwh","ARTIST","FAIL","FAIL"
"534","304","new york","New York Radio Stations","0","link","SOUL-HD","9034","live","New York Radio Stations","654","link","FAIL","FAIL"
"535","303","jou","Journey","3801","artist","Journey","3801","artist","Journey","3801","ARTIST","PASS","PASS"
"536","301","kfa","KFXN-FM","1209","live","KFXN-FM","1209","live","KFAN","1209","ARTIST","FAIL","FAIL"
"537","299","cnn","CNN Tonight","29413643","podcast","CNN Inside Politics","29152537","podcast","CNN Tonight","29413643","PODCAST","PASS","FAIL"
"538","299","tyler childers","Tyler Childers","902859","artist","Tyler Childers","902859","artist","Tyler Childers","902859","ARTIST","PASS","PASS"
"539","299","def","Def Leppard","44059","artist","Def Leppard","44059","artist","Def Leppard","44059","ARTIST","PASS","PASS"
"540","298","miranda","Miranda Lambert","89403","artist","Miranda Lambert","89403","artist","Miranda Lambert","89403","ARTIST","PASS","PASS"
"541","297","stand by me","Royal Philharmonic Orchestra/Stand By Me","4560462","track","Ben E. King/Stand by Me","40397624","track","Stand by Me","40397624","TRACK","FAIL","PASS"
"542","297","asmr","ASMR","31356729","artist","Gibi ASMR","32579202","artist","ASMR Glow","32588805","ARTIST","FAIL","FAIL"
"543","295","billy","Billy Joel","4684","artist","Billy Joel","4684","artist","Billy Joel","4684","ARTIST","PASS","PASS"
"544","295","the herd","The Herd with Colin Cowherd","27332740","podcast","HERD-PR","6973","live","The Herd with Colin Cowherd","27332740","podcast","PASS","FAIL"
"545","295","fantasy football","Fantasy Football Weekly","27310787","podcast","Fantasy Football Weekly","27310787","podcast","The Fantasy Footballers Podcast","27564712","podcast","FAIL","FAIL"
"546","295","reggae","IRIE-FL","6788","live","IRIE-FL","6788","live","iRie Radio","6788","live","PASS","PASS"
"547","294","slow jams","ISLJ-FL","4719","live","FCBCOOL-FL","8485","live","Chill Jams","4719","live","PASS","FAIL"
"548","294","sermons","Sermons","52150244","podcast","Bishop Barron’s Sunday Sermons - Catholic Preaching and Homilies","31076121","podcast","Tony Evans' Sermons on Oneplace.com","27882434","PODCAST","FAIL","FAIL"
"549","293","zach bryan","Zach Bryan","33266101","artist","Zach Bryan","33266101","artist","Zach Bryan","33266101","ARTIST","PASS","PASS"
"550","292","atlanta","Atlanta Radio Stations","0","link","WHTA-FM","8936","live","Atlanta Radio Stations","655","link","FAIL","FAIL"
"551","292","knbr","KNBR-AM","5530","live","KNBR-AM","5530","live","KNBR 680","5530","link","FAIL","FAIL"
"552","292","xxx","XXXTENTACION","31133247","artist","XXXTENTACION","31133247","artist","XXXTENTACION","31133247","ARTIST","PASS","PASS"
"553","292","105.5","WDUV-FM","5919","live","WERC-FM","3085","live","News Radio 105.5 WERC","3085","ARTIST","FAIL","FAIL"
"554","292","cardi b","Cardi B","31246427","artist","Cardi B","31246427","artist","Cardi B","31246427","ARTIST","PASS","PASS"
"555","290","bill o","Bill O’Reilly’s No Spin News and Analysis","28287326","podcast","Bill O’Reilly’s No Spin News and Analysis","28287326","podcast","Bill O’Reilly’s No Spin News and Analysis","28287326","PODCAST","PASS","PASS"
"556","288","mozart","Mozart","0","link","Wolfgang Amadeus Mozart","12052","artist","Mozart","2054","link","FAIL","FAIL"
"557","287","culpable","Culpable","45546269","podcast","Culpable","45546269","podcast","Culpable","45546269","PODCAST","PASS","PASS"
"558","287","102.3","KPEZ-FM","2169","live","KJSN-FM","2910","live","SUNNY 102.3","2910","PODCAST","FAIL","FAIL"
"559","287","james","James Taylor","5709","artist","James Taylor","5709","artist","James Taylor","5709","ARTIST","PASS","PASS"
"560","286","r kelly","R. Kelly","40621","artist","R. Kelly","40621","artist","R. Kelly","40621","ARTIST","PASS","PASS"
"561","285","the weeknd","The Weeknd","744880","artist","The Weeknd","744880","artist","The Weeknd","744880","ARTIST","PASS","PASS"
"562","285","van halen","Van Halen","58813","artist","Van Halen","58813","artist","Van Halen","58813","ARTIST","PASS","PASS"
"563","285","akon","Akon","39092","artist","Akon","39092","artist","Akon","39092","ARTIST","PASS","PASS"
"564","284","ccr","CCR","33055803","artist","CCR","33055803","artist","CCR","33055803","ARTIST","PASS","PASS"
"565","284","dan bongino","The Dan Bongino Show","28888454","podcast","Unstoppable Beats/Dan Bonginon","179071341","track","The Dan Bongino Show","28888454","podcast","PASS","FAIL"
"566","283","vanished","The Vanished Podcast","27910375","podcast","The Vanished Podcast","27910375","podcast","The Vanished Podcast","27910375","PODCAST","PASS","PASS"
"567","283","stevie","Stevie Nicks","1063","artist","Stevie Nicks","1063","artist","Stevie Nicks","1063","ARTIST","PASS","PASS"
"568","282","the charlie kirk show","The Charlie Kirk Show","83947097","podcast","The Charlie Kirk Show","83947097","podcast","The Charlie Kirk Show","83947097","PODCAST","PASS","PASS"
"569","282","big","CLHT-FL","4455","live","WBIG-FM","2505","live","Big Classic Hits","4455","PODCAST","FAIL","FAIL"
"570","282","tpain","T-Pain","89597","artist","T-Pain","89597","artist","T-Pain","89597","artist","PASS","PASS"
"571","282","stuff","Stuff You Should Know","26940277","podcast","Stuff They Don't Want You To Know","26941221","podcast","Stuff You Should Know","26940277","podcast","PASS","FAIL"
"572","281","rod","Rod Wave","31742517","artist","Rod Wave","31742517","artist","The Rod Ryan Show","25094880","podcast","FAIL","FAIL"
"573","279","minnesota","Minnesota Vikings","28149788","podcast","KFXN-FM","1209","live","Minnesota Public Radio News","6289","podcast","FAIL","FAIL"
"574","279","the piano guys","The Piano Guys","723067","artist","The Piano Guys","723067","artist","The Piano Guys","723067","ARTIST","PASS","PASS"
"575","279","92.9","WBOS-FM","5279","live","WJXA-FM","9154","live","93Q Country","5892","ARTIST","FAIL","FAIL"
"576","279","spanish","Duolingo Spanish Podcast","28735541","podcast","WRUM-HD2","7155","live","Spanish / Latinx","713","link","FAIL","FAIL"
"577","279","led zeppelin","Led Zeppelin","1807","artist","Led Zeppelin","1807","artist","Led Zeppelin","1807","ARTIST","PASS","PASS"
"578","278","pearl","Pearl Jam","6765","artist","Pearl Jam","6765","artist","Pearl Jam","6765","ARTIST","PASS","PASS"
"579","278","sean","HAN-PR","6706","live","HAN-PR","6706","live","The Sean Hannity Show 24/7","6706","ARTIST","FAIL","FAIL"
"580","278","jack","KJAQ-FM","7788","live","WQSR-FM","4330","live","Michael Jackson","6739","ARTIST","FAIL","FAIL"
"581","277","carrie","Carrie Underwood","89416","artist","Carrie Underwood","89416","artist","Carrie Underwood","89416","ARTIST","PASS","PASS"
"582","277","101","KDWB-FM","1201","live","KDWB-FM","1201","live","101.3 KDWB","1201","ARTIST","FAIL","FAIL"
"583","277","chris b","Chris Brown","33210","artist","Chris Brown","33210","artist","Chris Brown","33210","ARTIST","PASS","PASS"
"584","277","something was wrong","Something Was Wrong","30930043","podcast","Something Was Wrong","30930043","podcast","Something Was Wrong","30930043","podcast","PASS","PASS"
"585","276","iheartcountry radio","CTYM-FL","4418","live","CTYM-FL","4418","live","iHeartCountry Radio","4418","podcast","FAIL","FAIL"
"586","276","chris brow","Chris Brown","33210","artist","Chris Brown","33210","artist","Chris Brown","33210","ARTIST","PASS","PASS"
"587","276","chris br","Chris Brown","33210","artist","Chris Brown","33210","artist","Chris Brown","33210","ARTIST","PASS","PASS"
"588","275","the piketon massacre","The Piketon Massacre","68805569","podcast","The Piketon Massacre","68805569","podcast","The Piketon Massacre","68805569","podcast","PASS","PASS"
"589","275","970","WGTK-AM","5993","live","WGTK-AM","5993","live","970 ESPN Pittsburgh","2013","podcast","FAIL","FAIL"
"590","273","linkin park","Linkin Park","58351","artist","Linkin Park","58351","artist","Linkin Park","58351","ARTIST","PASS","PASS"
"591","273","101.3","KDWB-FM","1201","live","KDWB-FM","1201","live","101.3 KDWB","1201","ARTIST","FAIL","FAIL"
"592","273","pitb","Pitbull","42201","artist","Pitbull","42201","artist","Pitbull","42201","ARTIST","PASS","PASS"
"593","272","joel","Joel Osteen Podcast","28292517","podcast","Joel Osteen Podcast","28292517","podcast","Billy Joel","4684","ARTIST","FAIL","FAIL"
"594","272","murder & magnolias","Murder & Magnolias","104131702","podcast","Murder & Magnolias","104131702","podcast","Murder & Magnolias","104131702","podcast","PASS","PASS"
"595","271","christmas jazz","XMASJAZZ-FL","7251","live","XMASJAZZ-FL","7251","live","Christmas Jazz","7251","live","PASS","PASS"
"596","271","stevie b","Stevie B","32737","artist","Stevie B","32737","artist","Stevie B","32737","ARTIST","PASS","PASS"
"597","271","zach","Zach Bryan","33266101","artist","Zach Bryan","33266101","artist","Zach Bryan","33266101","ARTIST","PASS","PASS"
"598","271","iheart70s radio","MY70S-FL","6843","live","MY70S-FL","6843","live","iHeart70s Radio","6843","ARTIST","FAIL","FAIL"
"599","270","joe pags","The Joe Pags Show","22959056","podcast","The Joe Pags Show","22959056","podcast","The Joe Pags Show","22959056","PODCAST","PASS","PASS"
"600","270","skip and shannon: undisputed","Skip and Shannon: Undisputed","28025123","podcast","Skip and Shannon: Undisputed","28025123","podcast","Skip and Shannon: Undisputed","28025123","podcast","PASS","PASS"
"601","270","*nsync","*NSYNC","31882","artist","*NSYNC","31882","artist","*NSYNC","31882","artist","PASS","PASS"
"602","270","99.7","WRFX-FM","1613","live","WRFX-FM","1613","live","99.7 WTN","5583","artist","FAIL","FAIL"
"603","269","100.5","WSDF-FM","973","live","WSDF-FM","973","live","Whistle 100","2105","artist","FAIL","FAIL"
"604","269","glenn beck","The Glenn Beck Program","23014384","podcast","The Glenn Beck Program","23014384","podcast","The Glenn Beck Program","23014384","PODCAST","PASS","PASS"
"605","269","old country","Good Old Country","32670546","artist","Good Old Country","32670546","artist","Good Old Country","32670546","ARTIST","PASS","PASS"
"606","268","elvis presley","Elvis Presley","1014","artist","Elvis Presley","1014","artist","Elvis Presley","1014","ARTIST","PASS","PASS"
"607","268","john","John Legend","36643","artist","Johnjay & Rich On Demand","27293201","podcast","Elton John","5041","ARTIST","FAIL","FAIL"
"608","268","tampa","Tampa Radio Stations","0","link","WXTB-FM","697","live","Tampa Radio Stations","666","link","FAIL","FAIL"
"609","268","710","WOR-AM","5874","live","WOR-AM","5874","live","710 WOR","5874","link","FAIL","FAIL"
"610","267","relax","Relaxation","0","link","Relaxing Jazz","312064750::rEuqQ8uWmCR949NbWQnXZ","curated_playlist","Relaxation","53","link","FAIL","FAIL"
"611","267","devo","Devo","6172","artist","Devo","6172","artist","Bell Biv DeVoe","41536","ARTIST","FAIL","FAIL"
"612","267","first","First Take","29430057","podcast","First Take","29430057","podcast","First Date Follow Up - The Jubal Show","71326776","PODCAST","FAIL","FAIL"
"613","266","rainbow","Rainbow","39690","artist","Dio/Rainbow in the Dark","7595347","track","Rainbow","39690","ARTIST","PASS","FAIL"
"614","266","harry","Harry Styles","31552663","artist","Harry Styles","31552663","artist","Harry Styles","31552663","ARTIST","PASS","PASS"
"615","266","esp","ESPN-FL","7903","live","KSPN-AM","7906","live","ESPN Radio","7903","live","PASS","FAIL"
"616","266","2000s","MY2K-FL","6850","live","iHeart2000s Playlist","312064750::MCfXzduE6N92SkjisMDRCd","curated_playlist","iHeart2000s Radio","6850","live","PASS","FAIL"
"617","265","easy listening","ISUN-FL","5014","live","WCHI-AM","5100","live","Easy 1350 WCHI","5100","live","FAIL","FAIL"
"618","265","linkin","Linkin Park","58351","artist","Linkin Park","58351","artist","Linkin Park","58351","ARTIST","PASS","PASS"
"619","265","the megyn kelly show","The Megyn Kelly Show","71878122","podcast","The Megyn Kelly Show","71878122","podcast","The Megyn Kelly Show","71878122","podcast","PASS","PASS"
"620","265","charlie kirk","The Charlie Kirk Show","83947097","podcast","The Charlie Kirk Show","83947097","podcast","The Charlie Kirk Show","83947097","PODCAST","PASS","PASS"
"621","262","48 hours","48 Hours","31125095","podcast","48 Hours","31125095","podcast","48 Hours","31125095","PODCAST","PASS","PASS"
"622","261","halsey","Halsey","30076811","artist","Halsey","30076811","artist","Halsey","30076811","ARTIST","PASS","PASS"
"623","261","dan patrick","The Dan Patrick Show","60330018","podcast","The Dan Patrick Show","60330018","podcast","The Dan Patrick Show","60330018","podcast","PASS","PASS"
"624","261","barry white","Barry White","32432","artist","Barry White","32432","artist","Barry White","32432","ARTIST","PASS","PASS"
"625","261","weekend","Weekend","30408237","artist","SZA/The Weekend","47949004","track","This Past Weekend","29429907","ARTIST","FAIL","FAIL"
"626","260","steve deace show","Steve Deace Show","28419189","podcast","Steve Deace Show","28419189","podcast","Steve Deace Show","28419189","PODCAST","PASS","PASS"
"627","260","patriotic","Patriotic Anthems","312064750::EsNvdKBPFHgLB3u5ouweCU","curated_playlist","Patriotic Anthems","312064750::EsNvdKBPFHgLB3u5ouweCU","curated_playlist","Patriotic Anthems","1049","link","FAIL","FAIL"
"628","259","country music","Country Music","700184","artist","WLHK-FM","6058","live","iHeartCountry Christmas","4601","link","FAIL","FAIL"
"629","259","harry styles","Harry Styles","31552663","artist","Harry Styles","31552663","artist","Harry Styles","31552663","ARTIST","PASS","PASS"
